_id,INTERVENTION_TYPE,LICENCE_NUMBER,OPERATOR_NAME,BUSINESS_ADDRESS,PROPOSED_STREET_LOCATION,WARD_NAME,BIA_NAME,STREET_NAME_SHORTENED,MUNICIPAL_ADDRESS,CATEGORY,CONDITIONS,geometry
1043,Private Property Patio,B71-5246547,ANGLR,1054A GERRARD ST E,None,TORONTO-DANFORTH,None,GERRARD ST E,1054A GERRARD ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.336101, 43.6692676110569]], ""type"": ""MultiPoint""}"
1044,Private Property Patio,B71-5301190,TAQUERIA TINGA KIM,1182 QUEEN ST E,None,TORONTO-DANFORTH,None,QUEEN ST E,1182 QUEEN ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.33189936, 43.6630934171567]], ""type"": ""MultiPoint""}"
1045,Private Property Patio,B71-5301474,ALL STAR WINGS SCARBOROUGH,1215 MCCOWAN RD,None,SCARBOROUGH-GUILDWOOD,None,MCCOWAN RD,1215 MCCOWAN RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.25088505, 43.7725455976923]], ""type"": ""MultiPoint""}"
1046,Private Property Patio,B71-5245298,DALDONGNAE 10,4846 YONGE ST,None,WILLOWDALE,None,YONGE ST,4846 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41152146, 43.7624598452396]], ""type"": ""MultiPoint""}"
1047,Private Property Patio,B71-5245410,VOS RESTAURANTE ETOBICOKE,"2083 LAKE SHORE BLVD W, #5 & 6",None,ETOBICOKE-LAKESHORE,None,LAKE SHORE BLVD W,2083 LAKE SHORE BLVD W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.4768638, 43.6299604910334]], ""type"": ""MultiPoint""}"
1048,Private Property Patio,B71-5302128,CAMPECHANO,504 ADELAIDE ST W,None,SPADINA-FORT YORK,None,ADELAIDE ST W,504 ADELAIDE ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40081474, 43.6458617895123]], ""type"": ""MultiPoint""}"
1049,Private Property Patio,B71-5304100,KIVA'S BAGELS,1027 STEELES AVE W,None,YORK CENTRE,None,STEELES AVE W,1027 STEELES AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.44793083, 43.7911912817569]], ""type"": ""MultiPoint""}"
1050,Private Property Patio,B71-5305194,AROMA ESPRESSO BAR- FORT YORK,161 FORT YORK BLVD,None,SPADINA-FORT YORK,None,FORT YORK BLVD,161 FORT YORK BLVD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39979889, 43.6388172299456]], ""type"": ""MultiPoint""}"
1051,Private Property Patio,B71-5306421,THE AVIARY,"482-484 FRONT ST E, A & B",None,TORONTO CENTRE,None,FRONT ST E,482-484 FRONT ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.35467976, 43.6536811081553]], ""type"": ""MultiPoint""}"
1052,Private Property Patio,B71-5306532,BLACK & BLUE,"130 KING ST W, SW12",None,SPADINA-FORT YORK,None,KING ST W,130 KING ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38349043, 43.6481603537536]], ""type"": ""MultiPoint""}"
1053,Private Property Patio,B71-5305100,CORAZON AGAVE,765 THE QUEENSWAY,None,ETOBICOKE-LAKESHORE,None,THE QUEENSWAY,765 THE QUEENSWAY,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.50423792, 43.6257886258993]], ""type"": ""MultiPoint""}"
1054,Private Property Patio,B71-5308453,LIBERTY SOHO,"139 EAST LIBERTY ST, RT05",None,SPADINA-FORT YORK,None,EAST LIBERTY ST,139 EAST LIBERTY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41672765, 43.6384557723564]], ""type"": ""MultiPoint""}"
1055,Private Property Patio,B71-5308441,SIEMPRE RESTAURANT,"352 FRONT ST W, #105-106",None,SPADINA-FORT YORK,None,FRONT ST W,352 FRONT ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39243425, 43.6432985331867]], ""type"": ""MultiPoint""}"
1056,Private Property Patio,B71-5309032,ROYAL MEAT BBQ,710 KIPLING AVE,None,ETOBICOKE-LAKESHORE,None,KIPLING AVE,710 KIPLING AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.52927203, 43.6254726802608]], ""type"": ""MultiPoint""}"
1057,Private Property Patio,B71-5304093,AMBIYAN ON YONGE,"1560 YONGE ST, #114/115",None,TORONTO-ST. PAUL'S,None,YONGE ST,1560 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3951269, 43.6896783530003]], ""type"": ""MultiPoint""}"
1058,Private Property Patio,B71-5306437,KAZE SUSHI,1931 AVENUE RD,None,EGLINTON-LAWRENCE,None,AVENUE RD,1931 AVENUE RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41926077, 43.7339112906821]], ""type"": ""MultiPoint""}"
1059,Private Property Patio,B71-5310621,BARRIO CERVECERIA,884 QUEEN ST E,None,TORONTO-DANFORTH,None,QUEEN ST E,884 QUEEN ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34353885, 43.6605326676643]], ""type"": ""MultiPoint""}"
1060,Private Property Patio,B71-5308316,1 HOTEL LOBBY BAR/1 HOTEL TORONTO/1 KITCHEN/CASA MADERA/,550 WELLINGTON ST W,None,SPADINA-FORT YORK,None,WELLINGTON ST W,550 WELLINGTON ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.4011057, 43.6430641637473]], ""type"": ""MultiPoint""}"
1061,Private Property Patio,B71-5312238,BYMARK,"66 WELLINGTON ST W, #22",None,SPADINA-FORT YORK,None,WELLINGTON ST W,66 WELLINGTON ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3812248, 43.6472308816299]], ""type"": ""MultiPoint""}"
1062,Private Property Patio,B71-5312249,GUSTO 501,501 KING ST E,None,TORONTO CENTRE,None,KING ST E,501 KING ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.35959311, 43.6546755522176]], ""type"": ""MultiPoint""}"
1063,Private Property Patio,B71-5311346,BLACK DOG PUB,87 ISLAND RD,None,SCARBOROUGH-ROUGE PARK,None,ISLAND RD,87 ISLAND RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.13924728, 43.79767271]], ""type"": ""MultiPoint""}"
1064,Private Property Patio,B71-5304850,FLAME FOOD+DESIGN,2197 BLOOR ST W,None,PARKDALE-HIGH PARK,None,BLOOR ST W,2197 BLOOR ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.47511936, 43.6511475654063]], ""type"": ""MultiPoint""}"
1065,Private Property Patio,B71-5317263,NOSTIMO AEGEAN KAFE & BISTRO,105 SCOLLARD ST,None,UNIVERSITY-ROSEDALE,None,SCOLLARD ST,105 SCOLLARD ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39203183, 43.6716347615775]], ""type"": ""MultiPoint""}"
1066,Private Property Patio,B71-5318509,THE CHASE,10 TEMPERANCE ST,None,TORONTO CENTRE,None,TEMPERANCE ST,10 TEMPERANCE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37933089, 43.6510655397963]], ""type"": ""MultiPoint""}"
1067,Private Property Patio,B71-5313356,DELPHI THE GREEK,"1000 FINCH AVE W, #100",None,YORK CENTRE,None,FINCH AVE W,1000 FINCH AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.46864405, 43.7691330563272]], ""type"": ""MultiPoint""}"
1068,Private Property Patio,B71-5317164,SUSHI YUGEN,"150 YORK ST, #115",None,SPADINA-FORT YORK,None,YORK ST,150 YORK ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38445831, 43.6495123506558]], ""type"": ""MultiPoint""}"
1069,Private Property Patio,B71-5319763,MAHA'S CAFE,978 QUEEN ST E,None,TORONTO-DANFORTH,None,QUEEN ST E,978 QUEEN ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.33986964, 43.6613640905216]], ""type"": ""MultiPoint""}"
1070,Private Property Patio,B71-5319603,DAPHNE,67 RICHMOND ST W,None,SPADINA-FORT YORK,None,RICHMOND ST W,67 RICHMOND ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38190969, 43.6508400753912]], ""type"": ""MultiPoint""}"
1071,Private Property Patio,B71-5319779,THE IMPERIAL PUB,54 DUNDAS ST E,None,TORONTO CENTRE,None,DUNDAS ST E,54 DUNDAS ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37884363, 43.6563241201342]], ""type"": ""MultiPoint""}"
1072,Private Property Patio,B71-5444413,ISTANBUL KEBAB HOUSE,"90 EGLINTON AVE E, #101",None,TORONTO-ST. PAUL'S,None,EGLINTON AVE E,90 EGLINTON AVE E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39589972, 43.7076209683648]], ""type"": ""MultiPoint""}"
1073,Private Property Patio,B71-5444644,NGOC YEN RESTAURANT (III),350 ADELAIDE ST W,None,SPADINA-FORT YORK,None,ADELAIDE ST W,350 ADELAIDE ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39341038, 43.6473152730678]], ""type"": ""MultiPoint""}"
1074,Private Property Patio,B71-5445004,PIZZERIA NO.900 BEACHES,1987 QUEEN ST E,None,BEACHES-EAST YORK,None,QUEEN ST E,1987 QUEEN ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.30009878, 43.6698245277261]], ""type"": ""MultiPoint""}"
1075,Private Property Patio,B71-5446752,KING TAPS,"620 KING ST W, #101/102",None,SPADINA-FORT YORK,None,KING ST W,620 KING ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40076777, 43.6445349559776]], ""type"": ""MultiPoint""}"
1076,Private Property Patio,B71-5327318,SING SING ADELAIDE,"100 KING ST W, #133/107",None,SPADINA-FORT YORK,None,KING ST W,100 KING ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38171077, 43.6487695206292]], ""type"": ""MultiPoint""}"
1077,Private Property Patio,B71-5327358,LADYBUG WINE BAR,510 KING ST E,None,TORONTO CENTRE,None,KING ST E,510 KING ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.35730006, 43.6564027995951]], ""type"": ""MultiPoint""}"
1078,Private Property Patio,B71-5320747,SORENTO ITALIAN KITCHEN,"900 DON MILLS RD, #11",None,DON VALLEY EAST,None,DON MILLS RD,900 DON MILLS RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34210853, 43.7268964558408]], ""type"": ""MultiPoint""}"
1079,Private Property Patio,B71-5324150,FRESH,"25 THE WEST MALL, #1630B",None,ETOBICOKE-LAKESHORE,None,THE WEST MALL,25 THE WEST MALL,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.55720701, 43.6119471075698]], ""type"": ""MultiPoint""}"
1080,Private Property Patio,B71-5329437,WATERWORKS FOOD HALL,497 RICHMOND ST W,None,SPADINA-FORT YORK,None,RICHMOND ST W,497 RICHMOND ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39932241, 43.64691671]], ""type"": ""MultiPoint""}"
1081,Private Property Patio,B71-5333404,COPPERHORN RESTAURANT/THE EATERY RESTAURANT/,555 REXDALE BLVD,None,ETOBICOKE NORTH,None,REXDALE BLVD,555 REXDALE BLVD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.60563831, 43.7090026742951]], ""type"": ""MultiPoint""}"
1082,Private Property Patio,B71-5332139,POPEYES LOUISIANA KITCHEN,"208 QUEENS QUAY W, #5-6",None,SPADINA-FORT YORK,None,QUEENS QUAY W,208 QUEENS QUAY W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38149922, 43.6400900907804]], ""type"": ""MultiPoint""}"
1083,Private Property Patio,B71-5338361,KAMINARI,1330 QUEEN ST W,None,PARKDALE-HIGH PARK,None,QUEEN ST W,1330 QUEEN ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.43159949, 43.6417785319728]], ""type"": ""MultiPoint""}"
1084,Private Property Patio,B71-5339930,LA PLUME/BONNE NUIT,"455 WELLINGTON ST W, UG02",None,SPADINA-FORT YORK,None,WELLINGTON ST W,455 WELLINGTON ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39717121, 43.6431519392607]], ""type"": ""MultiPoint""}"
1085,Private Property Patio,B71-5332158,MANGAL KEBAB HOUSE,"1585 WARDEN AVE, #3 & 4",None,SCARBOROUGH CENTRE,None,WARDEN AVE,1585 WARDEN AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.30180808, 43.7662334137775]], ""type"": ""MultiPoint""}"
1086,Private Property Patio,B71-5340071,AERA,"8 SPADINA AVE, #3800",None,SPADINA-FORT YORK,None,SPADINA AVE,8 SPADINA AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39435558, 43.64303964518]], ""type"": ""MultiPoint""}"
1087,Private Property Patio,B71-5340937,KINGS DRIVE IN,919 PAPE AVE,None,TORONTO-DANFORTH,None,PAPE AVE,919 PAPE AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34694562, 43.685474430746]], ""type"": ""MultiPoint""}"
1088,Private Property Patio,B71-5341969,TO TO SUSHI,270 1/2 COXWELL AVE,None,TORONTO-DANFORTH,None,1/2 COXWELL AVE,270 1/2 COXWELL AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.31972656, 43.6730181440894]], ""type"": ""MultiPoint""}"
1089,Private Property Patio,B71-5340105,YUMMY MOMO,1439 QUEEN ST W,None,PARKDALE-HIGH PARK,None,QUEEN ST W,1439 QUEEN ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.43760364, 43.6402000290237]], ""type"": ""MultiPoint""}"
1090,Private Property Patio,B71-5330929,CHICK-FIL-A SHOPS AT DON MILLS,"1090 DON MILLS RD, M001",None,DON VALLEY EAST,None,DON MILLS RD,1090 DON MILLS RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34422717, 43.7364357442744]], ""type"": ""MultiPoint""}"
1091,Private Property Patio,B71-5343850,EVVIVA BREAKFAST AND LUNCH,56 WELLESLEY ST W,None,UNIVERSITY-ROSEDALE,None,WELLESLEY ST W,56 WELLESLEY ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38763934, 43.6646375193197]], ""type"": ""MultiPoint""}"
1092,Private Property Patio,B71-5345102,ELEVEN NINETY-TWO,1192 QUEEN ST W,None,DAVENPORT,None,QUEEN ST W,1192 QUEEN ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.42643892, 43.6428664202227]], ""type"": ""MultiPoint""}"
1093,Private Property Patio,B71-5346243,ALICE RESTAURANT & BAR,488 COLLEGE ST,None,UNIVERSITY-ROSEDALE,None,COLLEGE ST,488 COLLEGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.4095841, 43.6563337184492]], ""type"": ""MultiPoint""}"
1094,Private Property Patio,B71-5346973,DELHI TOUCH,3450 BATHURST ST,None,EGLINTON-LAWRENCE,None,BATHURST ST,3450 BATHURST ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.43203141, 43.7279135068993]], ""type"": ""MultiPoint""}"
1095,Private Property Patio,B71-5341072,CRAFT360 BEVERAGES,839 RUNNYMEDE RD,None,YORK SOUTH-WESTON,None,RUNNYMEDE RD,839 RUNNYMEDE RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.48342228, 43.6698906189585]], ""type"": ""MultiPoint""}"
1096,Private Property Patio,B71-5350546,THE JONESES RESTAURANT & BAR,"33 YONGE ST, #100",None,TORONTO CENTRE,None,YONGE ST,33 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37658417, 43.647559655381]], ""type"": ""MultiPoint""}"
1097,Private Property Patio,B71-5348477,SOUNDS GOOD LISTENING BAR,1756 DUNDAS ST W,None,DAVENPORT,None,DUNDAS ST W,1756 DUNDAS ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.44004809, 43.6503382829927]], ""type"": ""MultiPoint""}"
1098,Private Property Patio,B71-5324025,TIM HORTONS,731 EASTERN AVE,None,TORONTO-DANFORTH,None,EASTERN AVE,731 EASTERN AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.32919379, 43.6596032767569]], ""type"": ""MultiPoint""}"
1099,Private Property Patio,B71-5353935,PAROS,"119 YORKVILLE AVE, BSMT",None,UNIVERSITY-ROSEDALE,None,YORKVILLE AVE,119 YORKVILLE AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39293362, 43.6705988998426]], ""type"": ""MultiPoint""}"
1100,Private Property Patio,B71-5353937,OEB BREAKFAST CO.,"20 TORONTO ST, #105",None,TORONTO CENTRE,None,TORONTO ST,20 TORONTO ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37650307, 43.6502600665959]], ""type"": ""MultiPoint""}"
1101,Private Property Patio,B71-5357267,LISBON HOTEL (HARRIS SQUARE),19 LAWREN HARRIS SQ,None,TORONTO CENTRE,None,LAWREN HARRIS SQ,19 LAWREN HARRIS SQ,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3550023, 43.6550837755824]], ""type"": ""MultiPoint""}"
1102,Private Property Patio,B71-5361260,EATALY SHERWAY,25 THE WEST MALL,None,ETOBICOKE-LAKESHORE,None,THE WEST MALL,25 THE WEST MALL,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.55720701, 43.6119471075698]], ""type"": ""MultiPoint""}"
1103,Private Property Patio,B71-5358350,L'ESPRESSO BAR MERCURIO,"321 BLOOR ST W, A",None,UNIVERSITY-ROSEDALE,None,BLOOR ST W,321 BLOOR ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39946958, 43.6673875968773]], ""type"": ""MultiPoint""}"
1104,Private Property Patio,B71-5360762,CHIPOTLE MEXICAN GRILL #4644,"85 THE POND RD, R120",None,HUMBER RIVER-BLACK CREEK,None,THE POND RD,85 THE POND RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.49846412, 43.7705888491708]], ""type"": ""MultiPoint""}"
1105,Private Property Patio,B71-5361470,LEFT FIELD BREWERY,"40 HANNA AVE, G1 & 203",None,SPADINA-FORT YORK,None,HANNA AVE,40 HANNA AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.42002603, 43.6389846630989]], ""type"": ""MultiPoint""}"
1106,Private Property Patio,B71-5361467,THE GARDEN BAR AND BODEGA,"1173 DUNDAS ST E, #128",None,TORONTO-DANFORTH,None,DUNDAS ST E,1173 DUNDAS ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34183951, 43.6644230848698]], ""type"": ""MultiPoint""}"
1107,Private Property Patio,B71-5364144,MAPLE CAFE,5A LINNSMORE CRES,None,TORONTO-DANFORTH,None,LINNSMORE CRES,5A LINNSMORE CRES,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3296916, 43.6823916614066]], ""type"": ""MultiPoint""}"
1108,Private Property Patio,B71-5363664,AFROBEAT KITCHEN,1510 QUEEN ST W,None,PARKDALE-HIGH PARK,None,QUEEN ST W,1510 QUEEN ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.43846242, 43.640401630304]], ""type"": ""MultiPoint""}"
1109,Private Property Patio,B71-5371668,BROWN SUGAR LOUNGE,103 REXDALE BLVD,None,ETOBICOKE NORTH,None,REXDALE BLVD,103 REXDALE BLVD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.5638421, 43.7119717991207]], ""type"": ""MultiPoint""}"
1110,Private Property Patio,B71-5370713,LOCAL PUBLIC EATERY ADELAIDE,141 ADELAIDE ST W,None,SPADINA-FORT YORK,None,ADELAIDE ST W,141 ADELAIDE ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38441045, 43.6489559550756]], ""type"": ""MultiPoint""}"
1111,Private Property Patio,B71-5373364,SWEAT & TONIC,"486 FRONT ST W, SF 32 & 33",None,SPADINA-FORT YORK,None,FRONT ST W,486 FRONT ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39710955, 43.6421106499752]], ""type"": ""MultiPoint""}"
1112,Private Property Patio,B71-5373185,BOSTON PIZZA FRONT & JOHN,"250 FRONT ST W, #1C201",None,SPADINA-FORT YORK,None,FRONT ST W,250 FRONT ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3877032, 43.6444179127846]], ""type"": ""MultiPoint""}"
1113,Private Property Patio,B71-5371802,CAFE LANDWER,383 SPADINA RD,None,TORONTO-ST. PAUL'S,None,SPADINA RD,383 SPADINA RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41237165, 43.688173319078]], ""type"": ""MultiPoint""}"
1114,Private Property Patio,B71-5376297,A&W,2500 SHEPPARD AVE E,None,DON VALLEY NORTH,None,SHEPPARD AVE E,2500 SHEPPARD AVE E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.32383804, 43.7755161759873]], ""type"": ""MultiPoint""}"
1115,Private Property Patio,B71-5373951,NODO HILLCREST,794-796 ST CLAIR AVE W,None,TORONTO-ST. PAUL'S,None,ST CLAIR AVE W,794-796 ST CLAIR AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.42992074, 43.68105952]], ""type"": ""MultiPoint""}"
1116,Private Property Patio,B71-5377788,ST. LOUIS BAR AND GRILL,313 BREMNER BLVD,None,SPADINA-FORT YORK,None,BREMNER BLVD,313 BREMNER BLVD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3905635, 43.6404213046936]], ""type"": ""MultiPoint""}"
1117,Private Property Patio,B71-5378207,SIMONA,"15 MERCHANTS' WHARF, #11&12",None,SPADINA-FORT YORK,None,MERCHANTS' WHARF,15 MERCHANTS' WHARF,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.36429875, 43.6451107811984]], ""type"": ""MultiPoint""}"
1118,Private Property Patio,B71-5377116,HERMIE'S DINER,1595 BAYVIEW AVE,None,DON VALLEY WEST,None,BAYVIEW AVE,1595 BAYVIEW AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3750406, 43.7061214385226]], ""type"": ""MultiPoint""}"
1119,Private Property Patio,B71-5400141,MANDY'S,"480 FRONT ST W, UG05",None,SPADINA-FORT YORK,None,FRONT ST W,480 FRONT ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39675454, 43.6422164290903]], ""type"": ""MultiPoint""}"
1120,Private Property Patio,B71-5402175,CUCINA D PAISANO,"865 YORK MILLS RD, #8",None,DON VALLEY EAST,None,YORK MILLS RD,865 YORK MILLS RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34958183, 43.7543025856015]], ""type"": ""MultiPoint""}"
1121,Private Property Patio,B71-5401224,COMPASS GROUP CANADA LTD,3560 BATHURST ST,None,EGLINTON-LAWRENCE,None,BATHURST ST,3560 BATHURST ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.43414331, 43.7300556063562]], ""type"": ""MultiPoint""}"
1122,Private Property Patio,B71-5402974,SCADDABUSH ITALIAN KITCHEN & BAR,"1090 DON MILLS RD, G1-G4",None,DON VALLEY EAST,None,DON MILLS RD,1090 DON MILLS RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34422717, 43.7364357442744]], ""type"": ""MultiPoint""}"
1123,Private Property Patio,B71-5404308,LOW BAR,1426 BLOOR ST W,None,DAVENPORT,None,BLOOR ST W,1426 BLOOR ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.44810267, 43.6574234188192]], ""type"": ""MultiPoint""}"
1124,Private Property Patio,B71-5406586,LUCULLUS BAKERY,"1800 SHEPPARD AVE E, #2017",None,DON VALLEY NORTH,None,SHEPPARD AVE E,1800 SHEPPARD AVE E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34449498, 43.7777396495662]], ""type"": ""MultiPoint""}"
1125,Private Property Patio,B71-5409071,PISAC PERUVIAN BISTRO INC,195 CARLTON ST,None,TORONTO CENTRE,None,CARLTON ST,195 CARLTON ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37061882, 43.6635362292432]], ""type"": ""MultiPoint""}"
1126,Private Property Patio,B71-5409155,COMPASS GROUP CANADA LTD,3560 BATHURST ST,None,EGLINTON-LAWRENCE,None,BATHURST ST,3560 BATHURST ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.43414331, 43.7300556063562]], ""type"": ""MultiPoint""}"
1127,Private Property Patio,B71-5411762,THRIVE EATERY,3473 LAKE SHORE BLVD W,None,ETOBICOKE-LAKESHORE,None,LAKE SHORE BLVD W,3473 LAKE SHORE BLVD W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.53040715, 43.5948948589998]], ""type"": ""MultiPoint""}"
1128,Private Property Patio,B71-5412706,GENERAL PUBLIC RESTAURANT,201 GEARY AVE,None,DAVENPORT,None,GEARY AVE,201 GEARY AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.4378122, 43.6695668438522]], ""type"": ""MultiPoint""}"
1129,Private Property Patio,B71-5411362,QUESADA BURRITOS & TACOS,"92 KING ST E, #120",None,TORONTO CENTRE,None,KING ST E,92 KING ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37494723, 43.6500464291675]], ""type"": ""MultiPoint""}"
